Title,Description,Price,PCode
"Televizor Samsung QE55Q70T, 55"" (138cm), 4K UHD, i argjendtë"," Përshkrimi i produktit  Një televizor i shkëlqyeshëm Samsung që krijon një atmosferë të këndshme në shtëpinë tuaj sa herë që e ndizni. Shijoni ngjyrën, imazhet e qarta dhe detajet e mahnitshme, ky është televizori Samsung. Teknologjia inovative Dual LED optimizon dritën e pasme të ekranit QLED Q70T sipas përmbajtjes që po shikohet, duke arritur kështu ngjyra më të gjalla dhe kontrast më të lartë. Zbuloni botën me ngjyra dhe detaje të reja 4K me më shumë se 8 milion piksel. QLED Q70T është i pajisur me një procesor inteligjent Quantum Processor 4K, i cili përdor teknologjinë 4K AI Upscaling për të optimizuar imazhin në çdo cilësi në një nivel të lartë të rezolucionit 4K. Për më tepër, funksioni Adaptive Image mund të rregullojë nivelin e shkëlqimit në kohë reale në varësi të mjedisit përreth. Ju mund të shijoni pamjen e përsosur gjatë gjithë ditës dhe në çdo kusht ndriçimi. Shijoni imazhe të qarta dhe ngjyra të gjalla me teknologjinë Q HDR për deri në 1000 nits. Hartimi dinamik i ngjyrave HDR10 + rregullon shkëlqimin dhe kontrastin e çdo imazhi për përvojën më të mirë të secilës skenë. Zhyt veten në një miliard hije me vëllim 100% të ngjyrave Quantum Dot. Edhe në një familje të zhurmshme, nuk do të ju mungojë një dialog i vetëm. Funksioni Auto Voice Amplification (AVA) ndjen nivelin e zhurmës së ambientit dhe automatikisht përforcon vetëm komponentin e zërit të audios, kështu që nuk humbni kurrë në veprim. Përvojat e paharrueshme të lojërave ju presin në ekranin Q70T pa turbullime të bezdisshme, falë mbështetjes së teknologjisë AMD FreeSync, e cila siguron një imazh të përkryer të qetë. QLED Q70T bëhet një pjesë e natyrshme e dhomës tuaj të ndenjës, edhe kur nuk jeni duke e shikuar atë. Falë modalitetit Ambient +, mund të përzihet me rrethinat e saj. Përveç kësaj, mund të vendosni një sfond të personalizuar për të shfaqur informacione të dobishme si koha, moti apo edhe lajmet aktuale. Kanalet televizive, aplikacionet transmetuese, konzolat e lojërave - e gjithë kjo dhe shumë më tepër mund të gjenden në ndërfaqen e qartë Smart Hub. Q70T lehtësohet më tej nga një kontrollues i vetëm, intuitiv One Remote me një dizajn elegant. Ky televizor LED ka diagonale prej 55 "" (138 cm) dhe rezolucion 4K UHD (3840 x 2160 px). Marrësi që posedon është i llojit DVB-C / T / T2 / S / S2. Karakteristikat e këtij televizori përfshijnë: Wi-Fi, Bluetooth, DLNA, HbbTV, rishikim përmes USB, regjistrim të transmetimit përmes USB, Timeshift, kontroll përmes zërit (në anglisht), shfletues interneti, O2 TV, Netflix, Skylink Live TV, HBO GO, Skylink Fastscan, dekoder Dolby Digital Plus.   ",1130.02,283293
"Televizor GoGEN TVF 43P452T - 43"""," Përshkrimi i produktit  Produkti në fjalë paraqet një televizor të kualitetit mëse të lartë nga kompania e njohur GoGEN. Ky produkt dallohet me një cilësi dhe qëndrueshmëri tejet të madhe si edhe me një dizajn të bukur dhe mëse modern. Ofron një rezolucion tejet të lartë prej 1920 x 1080 FULL HD si edhe madhësi prej 43” inch. Cilësohet si Smart TV dhe i mbështet plotësisht operimet me internet dhe Bluetooth.     ",278.71,272797
Televizor Samsung UE50TU7172 - 127cm," Përshkrimi i produktit  Ky televizor kombinon dhe mbështet një varg tiparesh të përkryera për t'ju ofruar performancë të shkëlqyeshme. Ka diagonale 50 inç dhe rezolucion fantastik 4K UHD 3840 x 2160 pikselë. Përveç imazheve të detajuara pjesa e audios ka kapacitet 20W. Mbështet teknologjinë HDR10, LED dhe Smart. Ka tuner të tipit DVB-C, DVB-S2, DVB-T2 (HEVC). Lidhet me pajisje përmes porteve HDMI, USB, audios optike dhe koaksiale, LAN, Cl. Energjia është e tipit A. Mund të montohet në mur.   ",550.56,283321
"Televizor Panasonic TX-55HX580E - 55” (139cm), 4K UHD, i zi"," Përshkrimi i produktit  Televizori Panasonic TX-55HX580E vjen me ekran 55” (139cm) me kualitet 4K UHD dhe rezolucion 3840 x 2160 piksel. Ky televizor posedon altoparlantë të integruar me fuqi 20 W të cilët prodhojnë zë kumbues dhe tejet të qartë, si dhe marrës të llojit DVB-C, DVB-S2, DVB-T2 (HEVC). Të veçantat e këtij televizori janë mundësitë e incizimit të programeve dhe filmave tuaj të preferuara përmes memorieve USB, të shfletoni online, zmadhoni apo zvogëloni imazhet sipas dëshirës, hapni aplikacione të ndryshme dhe të përdoni Youtube. Poashtu, Panasonic mundëson përdorimin e teknologjive si HDR10, LED, Smart, të cilat përmisojnë dhe shfaqin imazhe sikurse të ishin reale. Si pjesë përbërëse, Panasonic ka katër porte HDMI, porte USB, RCA, VGA, LAN, port audio për kufje, dhe port për lidhje me satelit    ",582.82,283404
Televizor Philips 55OLED935 - 139cm," Përshkrimi i produktit  Ky televizor kombinon një varg tiparesh të përsosura teknologjike dhe fizike për performancë të shkëlqyer. Ka diagonale 55 inç me rezolucion fantastik 3840 x 2160 pikselë. Mbështet teknologjitë Ambilight, Dolby Vision, HDR10 +, HLG, OLED, Smart si dhe akorduesit DVB-C, DVB-S2, DVB-T2 (HEVC). Përmban funksione si WiFi WLAN, Bluetooth, shfletues uebi, DLNA, EPG, regjistrim USB PVR, asistencë zanore. Lidhet me pajisje përmes porteve HDMI, HDMI ARC, USB, 3.5 mm, audio optike, LAN, Cl. Altoparlanti ka kapacitet 70 W. Ka energji të klasit B dhe mund të montohet në mur.   ",1979.5,297868
Televizor LG OLED48CX - 48” (121 cm)," Përshkrimi i produktit  Televizori LG OLED48CX vjen me ekran 48” (121 cm) me kualitet 4K UHD dhe rezolucion 3840 x 2160 piksel. Ky televizor posedon altoparlantë të integruar me fuqi 40 W të cilët prodhojnë zë kumbues dhe tejet të qartë, si dhe marrës të llojit DVB-C, DVB-S2, DVB-T2 (HEVC). Të veçantat e këtij televizori janë mundësitë e incizimit të programeve dhe filmave tuaj të preferuara përmes memorieve USB, të shfletoni online, zmadhoni apo zvogëloni imazhet sipas dëshirës, hapni aplikacione të ndryshme dhe të përdoni Youtube. Poashtu, LG mundëson përdorimin e teknologjive si Dolby Vision, HDR10, HLG, OLED, Smart që përmirësojnë dhe shfaqin imazhe sikurse të ishin reale. Si pjesë përbërëse, LG ka porte HDMI, audio optike, 3.5 mm jack, LAN, Cl.   ",1415.02,287903
"Televizor Samsung UE43TU8072, 43"" (108cm), 4K UHD, i zi"," Përshkrimi i produktit  Televizor i mençur me një diagonale të shkëlqyeshme prej 43 "" (108 cm) me pamje dhe tinguj të përsosur. Fotografia dhe tingulli i lartë është janë themelore natyrisht për televizorët e sotëm, por gjithashtu mund të shikoni përpara për një numër funksionesh dhe teknologjish që përsëri do të marrin shikimin e TV në një nivel më të lartë. Zhytni veten me ngjyra të jashtëzakonshme në ekranin Crystal të televizorit UHD TU8072 nga Samsung, ku do të zbuloni madje edhe detajet më të mira në çdo skenë. Është një çip inteligjent Crystal Processor 4K që kontrollon dhe optimizon cilësimet e ngjyrave, kontrastit dhe HDR nën skeptrin e tij. Kështu që ju do të shijoni çdo skenë në cilësinë më të lartë. Dizajni elegant i UHD TU8072 do t'ju tërheqë përsosmërisht në veprim falë kornizave të tij metalike ultra të holla. Është projektuar dhe prodhuar me theks në minimalizëm, i cili lë të gjithë hapësirën për një imazh tërheqës të nivelit të lartë që nuk e keni parë kurrë më parë. Në modalitetin Ambient, mund të përzihet me murin rrethues ashtu si një kameleon. Por modaliteti Ambient mund të bëjë shumë më tepër. Ju mund t'i projektoni fotot tuaja të preferuara në të në disa kolazhe ose si prezantim. UHD TU8072 është i pajisur me një modalitet loje që zgjedh imazhin dhe zvogëlon vonesën e hyrjes së tij. Shijoni titujt tuaj të preferuar në një mënyrë të përkryer të qetë dhe mbretëroni në fushën e lojërave online. Kanalet televizive, aplikacionet transmetuese, konzolat e lojërave - të gjitha kjo dhe shumë më tepër mund të gjenden në ndërfaqen e qartë Smart Hub. UHD TU8072 lehtësohet më tej nga një kontrollues i vetëm, intuitiv One Remote me një dizajn elegant. Ky televizor është i pajisur me sistem operativ Tizen, DLNA, Wi-Fi, Bluetooth, HbbTV, O2 TV, Netflix, Skylink Live TV, HBO GO, Skylink Fastscan, teknologji HDR (HDR10 +, HLG), teknologji PurColor dhe marrës të llojit DVB-T / T2 / C / S / S2. Klasa e efiçiencës së energjisë është A.   ",583.76,283317
"Televizior Samsung QE75QN90A - 75 "" (189cm)"," Përshkrimi i produktit  Televizor modern 75 "" SMART Neo QLED TV me rezolucion 4K (3840 x 2160 px) dhe diagonale 189 cm. Frekuenca e panelit 100 Hz. Indeksi i cilësisë së imazhit 4,600. Televiziori mbështet teknologji HDR10, HDR10 +, HLG, Neo QLED, Quantum HDR2000. Lloji i akorduesit DVB -T / T2 / C / S / S2. Përfshin edhe Wi-Fi, Bluetooth, TV Hbb, Tizen OS, DLNA, kontroll zëri, shfletues uebi, EPG, regjistrim USB - PVR. VESA 400 x 300 mm. Klasa e energjisë F. Dizajni NeoSlim me vetëm 27 mm dhe një siluetë moderne dhe të hijshme do t'i shtojë hijeshi çdo hapësire. Tregoni stilin tuaj unik. Lidhni celularin tuaj me TV, ndani ekranin në deri në dy seksione të pavarura me funksionin Multi View dhe shijoni edhe më shumë përmbajtje. Për shembull, kur shikoni sporte, gjithashtu mund të shikoni tabela kryesuese ose të kërkoni informacione rreth atletëve.   ",3676.5,312596
"Televizor Sony KD-65X7055 - 65” (164 cm), 4K UHD, i zi"," Përshkrimi i produktit  Televizori Sony KD-65X7055 vjen me ekran 65” (164 cm) me kualitet 4K UHD dhe rezolucion 3840 x 2160 piksel. Ky televizor posedon altoparlantë të integruar me fuqi 20W të cilët prodhojnë zë kumbues dhe tejet të qartë, si dhe marrës të llojit DVB-C, DVB-S2, DVB-T2 (HEVC). Të veçantat e këtij televizori janë mundësitë e incizimit të programeve dhe filmave tuaj të preferuara përmes memorieve USB, të shfletoni online, zmadhoni apo zvogëloni imazhet sipas dëshirës, hapni aplikacione të ndryshme dhe të përdoni Youtube. Poashtu, Sony mundëson përdorimin e teknologjive si HDR10, HLG, LED, Smart, Triluminos, të cilat përmisojnë dhe shfaqin imazhe sikurse të ishin reale. Si pjesë përbërëse, Sony ka porte HDMI, RCA, 3.5 mm,audio optike, LAN, Cl.   ",899.5,287525
"Televizor Sony KD-75XG9505 - 75"" (189cm), 4K UHD, zezë/argjendtë"," Përshkrimi i produktit  Përjetoni çdo moment që shikoni me një pamje mahnitëse dhe zë kualitativ me televizorin smart Sony KD-75XG9505 me madhësi 75"" (189 cm) LCD me pamje 4K UHD dhe rezolucion (3840 x 2160 p). Ai mbështet imazhet HDR10, HLG dhe DolbyVision. Procesori X1 Ultimate ka aftësi të fuqishme të përpunimit që mund të zbulojë qindra objekte të ndryshme në ekran në kohë reale, dhe aftësi të përmirësimit inteligjent të shkëlqimit, detajeve dhe ngjyrës. Imazhi që rezulton atëherë është i pastër, i qartë, dhe i vërtetë! Televizori ka 16 GB memorie dhe punon me sistemin operativ Android. Televizori mbështet teknologjitë: Acoustic Multi-Audio, Dolby Digital, Dolby Digital Plus, Dolby Pulse, Dolby AC-4, DTS digital surround sound dhe S-Force Front Surround. Ka një marrës të llojit DVB-C / T / T2 / S / S2 dhe altoparlantë të integruar me fuqi totale 20 W (10 W + 10 W). Poashtu ofron mbështetje për WiFi dhe Bluetooth 4.2, katër porte HDMI, port USB, port jack për kufje,etj. Ky televizor i përket klasës së energjisë B.    ",2599.5,256237
"Televizor Sony KD-65XG7096 - 65"" (164cm), 4K UHD, i zi"," Përshkrimi i produktit  Ky televizor kombinon një varg teknologjish të përsosura. Ofron pamje fantastike me rezolucion 4K UHD 3840 x 2160 pikselë. Mbështet formatet HDR10 dhe HLG si dhe ka përmirësim cilësie 4K X-Reality PRO. Përveç pamjeve ofron edhe zë 10W + 10W me altoparlant bas. Mbështet teknologjitë audio si Dolby Digital Plus, Dolby Plus dhe Dolby AC-4. Sistemi i tij operativ është OS Linux. Ka teletekst dhe energji të klasit A. Lidhet me WiFi përmes smartfonit.    ",799.5,262084
"Televizior Philips 65OLED805 - 55 "" (164cm)"," Përshkrimi i produktit  Zbuloni një dimension të ri nga shikimi i TV me këtë televizor inteligjent, me performancë të lartë Philips. Një imazh plot shkëlqim dhe ngjyra që pasqyron qëllimet e regjisorit, shoqëruar me tingull të qartë dhe të hollësishëm rrethues, pavarësisht nëse jeni duke parë filmin tuaj të preferuar, duke transmetuar një serial apo duke parë Blu-Ray, do të jeni në gjendje të shijoni një përvojë vërtet të paharrueshme . Një atmosferë gjithëpërfshirëse kur shikoni filma, luani lojëra ose dëgjoni muzikë - ju i merrni të gjitha me Ambilight. Dritat inteligjente LED në skajet e TV hedhin ngjyra të parashikuara në mur dhe në dhomë në kohë reale, kështu që shikimi i filmave fjalë për fjalë kalon kufijtë e ekranit. Me një TV Philips OLED, ju merrni kënde të gjera të shikimit dhe një fotografi unike realiste HDR sa herë që e ndizni, ku të zezat janë më të pasura, të gjitha ngjyrat shfaqen më të gjalla dhe ju merrni detaje nga hijet ose në dritë të plotë. Motori Philips P5 Pro Perfect Picture siguron një imazh ku detajet e shfaqura janë dukshëm më të thella, ngjyrat janë të gjalla, tonet e bardha të lëkurës janë më natyrale, kontrasti është i mprehtë dhe lëvizja është aq e qetë sa të mos e harrosh kurrë topin, pa marrë parasysh se sa shpejt është loja. Televiziori Philips mund të përfitojë sa më shumë nga formati i videos HDR10 +! Nivelet e kontrastit, ngjyrës dhe shkëlqimit rregullohen nga TV nga korniza në kornizë, dhe qoftë një serial apo një film, hijet do të jenë më të errëta ndërsa sipërfaqet e ndritshme do të shkëlqejnë. Televiziori është i pajisur me një ndërfaqe të qartë dhe intuitive, e cila ju lejon të personalizoni sistemin Android TV sipas jush, për shembull, aftësinë për të vendosur përmbajtjen që dëshironi në plan të parë. Ju mund të gjeni lehtësisht vendin e riprodhimit të fundit të serive tuaja të preferuara ose thjesht mund të shikoni në bazën e të dhënave të lajmeve të filmit Me zërin tuaj, përveç një kërkimi të shpejtë në TV, ju gjithashtu mund të kontrolloni të gjitha pajisjet e mençura shtëpiake të përputhshme me funksionin Google Assistant - zbehni dritat ose vendosni termostatin në mënyrë që të mundeni direkt nga komoditeti i shtratit. Përveç kontrollit të TV ose pajisjeve të tjera, ju nuk keni as një telekomandë në dorë, pasi gjithçka mund të rregullohet përmes Alexa, të cilën TV gjithashtu mbështet. Lloji i akorduesit C / T / T2 / S / S2. Përmban Wi-Fi dhe Bluetooth v4. Klasa e energjisë B. Sistemi operativ Android 9 Pie. Ka mbështetje për YouTube dhe Netflix. Kapaciteti i memories 16 GB. Funksioni inteligjent: HbbTV, ndalo TV, regjistro në pajisjen USB. Udhëzues EPG për 8 ditë, teletekst. Tingulli: fuqia 50 W. 2.1k. Kodek: AC-4, Dolgy Digital, DTS-HD. Barazues me 5 breza, tingull AI, dialog të qartë, Dolby Atmos, modaliteti i natës, Dolby Bass Enhancement, Dolby Volume Leveler, nivelim automatik i volumit, rritja e basit.   ",2049.5,284986
"Televizor Panasonic TX-65HX940E, 65"" (164cm), 4K UHD, i zi"," Përshkrimi i produktit  Dizajni elegant, procesori i fuqishëm, funksionet praktike, të gjitha për një përvojë të jashtëzakonshme të shikimit në TV. Televizori krenohet me një imazh të lartë, cilësia e të cilit është direkt për shkak të ekspertëve të Hollivudit. Ata punuan ditë e natë për t'u mburrur me një imazh të plotë me detaje të mprehta me një interpretim të saktë të ngjyrave. Dekada përvoje dhe njohuri të informacionit për ngjyrat, nivelet e zeza dhe shkëlqimin - të gjitha këto të vendosura në një çip të fuqishëm. Ky është informacioni i marrë nga referenca e televizorëve plazma dhe pajisjeve profesionale të transmetimit nga Panasonic. Televiziori mbështet riprodhimin e standardeve të metadatave të gjeneratës së re HDR10 + dhe Dolby Vision - të gjitha për ngjyrën, kontrastin dhe shkëlqimin më të mirë. Do të ishte skandaloze nëse fotografia e jashtëzakonshme do të shoqërohej nga një tingull i keq, por mos u shqetësoni, nuk ka diçka të tillë në një TV Panasonic. Përkundrazi - mund të prisni një tingull tepër të qartë, të pasur dhe piktoresk që do t'ju rrethojë nga të gjitha anët. Televizori Panasonic krenohet me një gamë të gjerë ngjyrash për një pamje natyrale dhe është i pajisur me ndriçim LED me cilësi të lartë që siguron shkëlqim të vazhdueshëm. Ky televizor ofron kontrast të shkëlqyeshëm dhe hije madje delikate të imazhit midis zonave të errëta dhe të lehta. Ky është një televizor me diagonale prej 65 "" (164 cm) dhe rezolucion 4K UHD prej 3840 x 2160 px. Karakteristikat e mençura të tij përfshijnë: my Home Screen 5.0, mbështetjen për Google Assistant, Alexa, udhëzimin përmes zërit, EPG, Wi-Fi dhe Bluetooth. Poashtu televizori ofron: In-House TV Streaming (server / klient), TV Anywhere, aplikacionin për kontroll nga largësia Panasonic TV Remote, Swipe dhe Share, Media Player, shfletues uebi, pasqyrues, teletext, regjistrimin përmes USB, shumë dritare PAP, PIP, PAT, Hbb TV. Ky televizor ka senzor të dritës së ambientit. Marrësi që posedon është i llojit DVB-C / T / T2 / S / S2. Televizori ofron mbështetje për VESA 400 x 300 mm. Klasa e energjisë është A +.   ",1643.04,285764
"Televizor Sony KD-65AG8 65"" (164cm), OLED, i zi"," Përshkrimi i produktit  Ky televizor ofron një varg veçorish për nevojat dhe kënaqësitë tuaja përmes një bote shumëngjyrëshe me detaje realistike dhe zë të jashtëzakonshëm. Ka madhësi 65'' dhe rezolucion 4K UHD. Ekrani triluminoz mund të riprodhoj në mënyrë të përsosur tonet e ngjyrës së kuqe, të gjelbërt dhe të kaltër. Ka çasje të lehtë ndaj kanalit youtube që thjeshtë plotëson listën e kërkesave tuaja. Përmes Plug and Play ju poashtu mundeni të ndani video, fotografi dhe muzikë prej shumë pajisjeve duke përfshirë edhe telefonin tuaj. Zëri mund të rregullohet edhe përmes ClearAudio +. Mbështet HDR10 dhe HLG dhe ofron mbështetje për Dolby Digital, Dolby Digital Plus, Dolby Pulse, Dolby AC-fourth DTS digital surround sound.   ",2599.5,261914
"Televizor LG OLED55GX, 55"" (139cm), 4K UHD, i zi"," Përshkrimi i produktit  Ky është një televizor SMART OLED me diagonale 55 "" (139 cm) dhe rezolucion 4K (3840 x 2160 px). Procesori është a9 4K gen3 Al. Lloji i marrësit është: DVB-C / T / T2 / S / S2. HbbTV. Për pamjet kujdesen HDR10, Dolby Vision, HLG, kodeku HEVC H.265, VP9, AV1, Auto Low Latency Mode (ALLM), FilmMaker Mode, Advanced HDR by Technicolor, HFR, 4K upscaler, Perfect Color, G-Sync, FreeSync, HGiG. Zërimi: 4.2K. Fuqia e zërimit: 60 W. Për zërimin kujdesen: Dolby Atmos dhe OLED Surround, mbështetja për altoparlantët wireless WiSA, Simplink, Bluetooth Surround, sinkronizimi i audios përmes valëve, akordimi i audios me një prekje, eARC / ARC. Karakteristikat e mençura të këtij televizori përfshijnë: shfletues interneti, përputhshmërinë me aplikacionin LG ThinQ, webOS, LG ThinQ dhe LG Home Dashboard, Google Assistant, Amazon Alexa, Apple AirPlay 2, regjistrimin, lidhjen me tastierë dhe maus, Bluetooth v5.0, Apple HomeKit, qasjen e shpejtë në aplikacione dhe lidhje të telefonit celular. Poashtu televizori mbështet DLNA, Miracast, Wi-Fi. E përfshirë është telekomonda Magic. Përmasat e mbajtëses VESA janë 300 x 300. Klasa e energjisë është A.   ",1599.5,303185
"Televizor Sencor SLE 43F17TCS, 43"" (109cm), Full HD, i zi"," Përshkrimi i produktit  Ky është një televizor LED me diagonale 43 "" (109 cm) dhe rezolucion Full HD (1920 x 1080 px). Ky model posedon këta marrës DVB-C/T/T2/S/S2. Televizori mund të punojë dhe të regjistrojë në një disk USB. Ka përgjigje prej 9.5 ms kurse këndet e shikimit janë 178° / 178°. Ky model ka edhe shtypjen dinamike të zhurmës. Fuqia e zërimit është 2x 8 W. Ky model ka edhe funksionet: TimeShift, EPG, teletekst, orë, kohëmatës, kontroll prindëror dhe modalitet të hotelit. Mbështet VESA 200 x 200.   ",278.53,306259
"Televizor TCL 40ES560, 40"" (100cm), Full HD, i zi"," Përshkrimi i produktit  Dizajn i hollë, i bukur, një imazh që nuk humbet asgjë. Qasje e lehtë në përmbajtje si dhe tingull premium - të gjitha të materializuara në një pajisje të vetme - në këtë televizor TCL. Ky televizor ka diagonale të ekranit prej 40 "" (100 cm) dhe rezolucion Full HD (1920 x 1080 px). Karakteristikat e tij përfshijnë: HDR10, SMART HDR, zvogëlim të zhurmës digjitale, modalitet të filmit, zërim Dolby Audio (Dolby Digital Plus), fuqi zërimi: 2x 8 W, barazues, EPG për 8 ditë, teletekst, shfletues interneti, Hbb TV, DLNA, sistem operativ Android, mbështetje për Google Play Store, Chromecast, T-Cast, titra, modalitet të lojës, HDMI-CEC, kohëmatës për fikje, Wi-Fi. TV është gati për kontrollin e zërit dhe për të punuar me Google Assistant. Lloji i marrësit është DVB-C / T / T2 / S / S2. Mbajtësja është VESA 100 x 100. Klasa e energjisë është A +.   ",343.42,302880
Televizor LG 55UN7300 - 55” (139 cm)," Përshkrimi i produktit  Televizori LG 55UN7300 vjen me ekran 55” (139 cm) me kualitet 4K UHD dhe rezolucion 3840 x 2160 piksel. Ky televizor posedon altoparlantë të integruar me fuqi 20 W të cilët prodhojnë zë kumbues dhe tejet të qartë, si dhe marrës të llojit DVB-C, DVB-S2, DVB-T2 (HEVC). Të veçantat e këtij televizori janë mundësitë e incizimit të programeve dhe filmave tuaj të preferuara përmes memorieve USB, të shfletoni online, zmadhoni apo zvogëloni imazhet sipas dëshirës, hapni aplikacione të ndryshme dhe të përdoni Youtube. Poashtu, LG mundëson përdorimin e teknologjive si HDR10, HLG, LED, Smart që përmirësojnë dhe shfaqin imazhe sikurse të ishin reale. Si pjesë përbërëse, LG ka HDMI, audio optike, RCA, LAN, Cl.   ",499.5,287932
"Televizior Philips 50PUS8505 - 50 "" (126cm)"," Përshkrimi i produktit  Cilësi e shkëlqyer e fotografisë, zëri i shkëlqyeshëm, kontrolli i zërit dhe dizajni elegant. Një imazh plot shkëlqim dhe ngjyrë që pasqyron qëllimet e regjisorit, të shoqëruar me tinguj rrethues të qartë dhe të detajuar, pavarësisht nëse jeni duke shikuar filmin tuaj të preferuar, duke transmetuar një seri apo duke shikuar Blu-Ray, do të keni mundësi të shijoni një përvojë vërtet të paharrueshme. Një atmosferë gjithëpërfshirëse kur shikoni filma, luani lojëra ose dëgjoni muzikë - gjithçka falë Ambilight. Si funksionon Ambilight? Dritat inteligjente LED në skajet e TV hedhin ngjyra të parashikuara në mur dhe në dhomë në kohë reale, kështu që filmat fjalë për fjalë kalojnë kufijtë e ekranit. Motori Philips P5 kujdeset për një imazh plot detaje, ku ngjyrat janë të gjalla, tonet e lëkurës janë më të natyrshme, kontrasti është i mprehtë, dhe lëvizja është aq e qetë sa që nuk e humbni asnjëherë vëmendjen e topit, pa marrë parasysh sa e shpejtë është loja. Televiziori ka një rezolucion prej 4K, pra një rezolucion me një imazh që shkëlqen në thellësinë e tij, kontrastin, lëvizjen natyrale dhe detajet e gjalla. Kjo është katër herë me rezolucionin e TV konvencionale. Philips TV mund të përfitojë sa më shumë nga formatet video HDR10 +! Niveli i kontrastit, ngjyrës dhe shkëlqimit rregullohet nga TV nga kornizë në kornizë, dhe pavarësisht nëse është një seri apo film, hijet do të jenë më të errëta ndërsa sipërfaqet e ndritshme do të shkëlqejnë. Tani mund ta kontrolloni televiziorin shpejt dhe me lehtësi, vetëm përmes zërit tuaj. Kërkojini Alex ose një Google assistant që të ndërrojë kanale, të gjejë një këngë të preferuar ose të pyesë se si do të jetë moti! Përveç kësaj, ju gjithashtu mund t'i përdorni ato për të kontrolluar pajisjet e tjera që janë pjesë e shtëpisë tuaj të zgjuar! Karakteristikat kryesore: Ambilight me tre anë, i integruar Ambilight + hue, muzikë me ambilight, modaliteti i lojës, modaliteti lounge, përputhja e ngjyrave në mur dhe AmbiWakeUp, AmbiSleep. Përmirësim i figurës me Dolby Vision, HDR10 +, HLG, Piktura perfekte e motorit P5. Android TV 9 (Pie), filma të instaluar paraprakisht të Google Play, Google Play Music, google search, YouTube, Netflix, Amazon Instant Video dhe BBC iPlayer. Kapaciteti i memories 16 GB. Funksionet inteligjente: HbbTV, pauzë TV, regjistrim USB. Procesori katër-bërthamor. Tingulli: fuqia 20 W. Barazimi me 5 breza, tingulli AI, dialogët e qartë, Dolby Atmos, modaliteti i natës, rregullimi automatik i volumit. Lloji akordues C / T / T2 / S / S2. Wi-Fi dhe Bluetooth, mbështetje Alex dhe Google Assistant. Kontrolli i largët me funksionin e zërit. Klasa e energjisë A.   ",847.88,284983
"Televizor Sencor SLE 43US601TCS, 43"" (103cm), 4K UHD, i zi"," Përshkrimi i produktit  Sencor SLE 43US601TCS është një televizor me rezolucion 4K UHD, zërim të shkëlqyeshëm dhe funksionim të thjeshtë. Televizori është i pajisur me një numër funksionesh dhe teknologjish që mbështesin një shfaqje të imazhit me cilësi të lartë dhe një atmosferë të këndshme kur e shikoni. Ky është një televizor me diagonale prej 43 "" (103 cm) dhe rezolucion 4K UHD prej 3840 x 2160 px. Koha e përgjigjes së tij është 9.5 ms. Këndet e shikimit janë: 178 ° / 178 °. Marrësi i sinjaleve është i llojit DVB-C / T / T2 / S / S2 me mbështetje HEVC H.265. Fuqia e zërimit është 2x 8 W. Ky televizor ka funksione të regjistrimit përmes USB, riprodhimit përmes USB, funksion TimeShift, EPG, teletext, orë, kohëmatës, funksion të kyçjes së programeve të caktuara nga prindërit dhe modalitet hoteli. Ndërfaqet SMART përfshijnë: Netflix , YouTube, dyqan online HbbTV, modul Wi-Fi të integruar, DLNA dhe Wireless display. Televizori mbështet standardin VESA 200 x 100. Klasa e efiçiencës së energjisë është A +.   ",359.9,293350
"Televizion Sony KD, 65""(164cm), 4K UHD"," Përshkrimi i produktit  Televizioni Sony KD vjen me dizajn elegant dhe ofron përformancë të lartë. Ky televizion vjen me ekran LED dhe me diagonale të ekranit 65"" ( 164 cm) me kualitetit 4K UhD dhe me rezolucion 3840 x 2160 piksela. Ju do të keni imazhe dhe video me cilësi të lartë me ngjyra shumë të detajizuara falë teknologjive që ky televizion ju ofron Triluminos display dhe Live Color. Poashtu ky produkt mbështet Dolby Digital , Dolby Digital Plus, ClearAudio + mode. S-Force Front Surround, Wi-Fi, Bluetooth v4.1, USB HDD. Lloji i sintonizuesit DVB-C / T / T2 / S / S2.   ",999.5,256230
"Televizor Panasonic TX-50HX580E - 50” (126cm), 4K UHD), i zi"," Përshkrimi i produktit  Televizori Panasonic TX-50HX580E vjen me ekran 50” (126cm) me kualitet 4K UHD dhe rezolucion 3840 x 2160 piksel. Ky televizor posedon altoparlantë të integruar me fuqi 20 W të cilët prodhojnë zë kumbues dhe tejet të qartë, si dhe marrës të llojit DVB-C, DVB-S2, DVB-T2 (HEVC). Të veçantat e këtij televizori janë mundësitë e incizimit të programeve dhe filmave tuaj të preferuara përmes memorieve USB, të shfletoni online, zmadhoni apo zvogëloni imazhet sipas dëshirës, hapni aplikacione të ndryshme dhe të përdoni Youtube. Poashtu, Panasonic mundëson përdorimin e teknologjive si HDR10, LED, Smart, të cilat përmisojnë dhe shfaqin imazhe sikurse të ishin reale. Si pjesë përbërëse, Panasonic ka katër porte HDMI, porte USB, RCA, VGA, LAN, port audio për kufje, dhe port për lidhje me satelit   ",530.1,283405
