Title,Description,Price,PCode
"Kamerë makine Mio MiVue 798 Dual, e zezë"," Përshkrimi i produktit  Me senzorin e cilësisë së lartë STARVIS CMOS, kamera MiVue 798 Dual prodhon regjistrime me kontrast të lartë, ngjyra të ndritshme dhe të pasura, madje edhe në kushte të vështira. Kjo është një kamerë makine me cilësi të lartë, me ekran 2.7 ”, Wi-Fi të integruar dhe regjistrim deri në 1600p @ 25 fps / 1440p @ 30 fps. Këndi i shikimit është 150 °. Apertura F1.8 lejon regjistrimin në kushte të ulëta të dritës. Karta për microSD (maksimumi 128 GB) përdoret për regjistrim. Kamera ka një sërë karakteristikash si një senzor G me 3-akse, senzor të lëvizjes, paralajmërimet e shpejtësisë, paraljmëri automatik, paralajmërimi i nisjes në korsi dhe mënyra e parkimit. Si pjesë e versionit të dyfishtë, kamera e pasme MiVue A30 punon si një plotësues i kamerës kryesore dhe regjistron pas makinës.   ",264.57,258037
"Kamerë për veturë Mio MiVue 846, WIFI, GPS, e zezë"," Përshkrimi i produktit  Kamerë e lehtë dhe kompakte për automjetin tuaj me stacion docking QuickClick. Kamera vjen me rezolucion Full HD, senzor STARVIS CMOS me cilësi të lartë nga Sony f / 1.8, kënd të gjerë shikimi prej 150 °, Wi-Fi, sinjalizime radari GPS dhe pozicionim GPS. Modaliteti i parkimit është me furnizim pasiv të energjisë. Menaxhuesi MiVue ka një numër funksionesh praktike (ndarja e videos, organizuesi i videove, analizuesi i drejtimit të makinës, etj.). Kamera punon me aplikacionin MiVue Pro. Kjo kamera ka edhe këto modalitete e funksione: funksionin Stop and Go, paralajmërimin e ndërrimit të menjëhershëm të korsisë, paralajmërimin e përplasjes ballore, paralajmërimin e shpejtësisë, paralajmërimin e dritës, paralajmërimin e lodhjes së shoferit, modalitetin e drejtimit eko, regjistrimin WDR, modalitetin e fotove. Poashtu ka ekran 2.7 "", regjistrim audio, senzor G me 3 boshte, mbështetje të kartës micro SD deri në 256 GB, bateri me kapacitet prej 240 mAh, mikrofon dhe altoparlant. Përmasat e kamerës janë: 62.3 x 87.5 x 41.5 mm. Pesha: 117 g.   ",171.58,300706
Kamerë digjitale Canon EOS 2000D + EF-S 18-55mm IS," Përshkrimi i produktit  Canon sjell kamerën kompakte digjitale EOS 2000D që i ofron të gjithë entuziastëve të saj pajisje, kualitet dhe shpejtësi të lartë. Ky aparat kompakt kombinon procesorin e imazheve me senzorin 24.1 milion piksela për kualitet të jashtëzakonshëm të fotografisë ashtu siç ju sheh syri i juaj. Kamera poashtu është pajisur me ISO 100 deri në 6400 për imazhe HD në ambiente me pak dritë, mban ekranin me prekje (touch) me madhësi 3"" ku mund t'i kontrolloni të gjitha konfigurimet e tij dhe mund të inçizoj me kualitet Full HD. Pos kësaj, kamera ka teknologjitë Wi-Fi, NFC, GPS ka portet USB Hi-Speed dhe mini HDMI, ka hapësirë për kartelë të memories SD, SDHC dhe SDXC, mban baterinë LP-E10 të kualitetit të lartë dhe është pajisur me lensin Canon EF-S 18-15mm IS II.   ",574.27,233178
"Fotoaparat Kodak Friend zoom FZ53, i zi"," Përshkrimi i produktit  Mbani kujtimet tuaja dhe momente të mrekullueshme me Kodak Friend Zoom FZ53. Ky aparat është i pajisur me një senzor të fuqishëm 16.15 Mpx CCD 1 / 2.3"" për të kapur detajet me cilësi të lartë me zmadhim optik 5x. Natyrisht, fotoaparati është i thjeshtë për t'u përdorur, me një gamë të gjerë cilësimesh dhe funksionesh, stabilizim optik të imazhit, ekran LCD 2.7"", lente me kënd të gjerë 28 mm ose regjistrim video të vazhdueshëm HD. Harrojeni për të marrë fotografi me një celular të mençur dhe t'i jepni fotot tuaja një nivel më të lartë me këtë aparat që përputhet në mënyrë të përkryer me celularin tuaj - në të kundërtën, ai ka dizajnin ergonomik, të vogël dhe të hollë. Kap imazhin panoramik deri në 180 gradë. Memoria e brendshme ka kapacitet 8 GB por mund të zgjerohet përmes kartave SD ose SDHC deri në 32 GB. Ka portë USB 2.0. Bateri rikarikuese Li-Ion LB-01 2700 mAh ka jetëgjatësi për rreth 200 fotografi. Dimensionet e fotoaparatit janë 91.5 x 56.5 x 22.6 mm. Pesha: 106 g.    ",107.63,222017
"Fotoaparat Canon PowerShot SX540 HS, i zi"," Përshkrimi i produktit  Canon sjellë në treg fotoaparatin e fuqishëm dhe me stil SX540 HS , i cili me lehtësi të madhe i kapë dhe ruan të gjitha detajet e rëndësishëm të jetës tuaj në fotografi me kualitet të lartë dhe video HD. Fotoaparati ka lente me kënde të gjera me zmadhim optik 50x dhe 100 x Zoom Plus. Harroni të bëni foto me telefonat tuaj të mençur dhe përdorni këtë fotoaparat për të bërë foto shumë më të mira. Fotoaparati ka dizajn mjaft praktik dhe është i lehtë për tu bartur. Ai është i pajisur me një ekran LCD të vogël 3 ""(7.5 cm) ku mund t'i shihni fotot dhe videot e juaja me një rezolucion prej 20.3 MP dhe një DIGIC 6 me teknologji iSAPS. Canon PowerShot SX540 HS është i gatshëm për përdorim në çdo kohë dhe çdo vend. Kartela për memorie është e përshtatshme me SD, SDHC dhe SDXC. Dimensionet e fotoaparatit janë 120.0 x 81.7 x 91.9 mm dhe peshon 442 g.    ",366.24,184398
"Fotoaparat Olympus E-M10 Mark III + ED 14-42mm EZ, i zi"," Përshkrimi i produktit  Fotoaparati kompakt Olympus vjen me cilësi të lartë në dizajn të përjetshëm që kombinon klasiken dhe modernen në të njëjtën kohë. Me këtë pajisje, ju jeni gjithmonë të gatshëm për të kapur momentet më të rëndësishme me cilësi të lartë. Kapni fotografi dhe video fantastike me stabilizues imazhi me 5 aks që eliminon pamjet jo të qarta në çdo situatë për shkak të dridhjes së dorës. Stabilizuesi i imazhit 5-aks është i integruar në trupin e kamerës për efikasitet më të madh dhe peshë më të ulët. Fotoaparati vjen me ekran LCD me dizajn të palosshëm dhe me diagonale 3"". Produkti është i pajisur poashtu me lenten M.Zuiko Digital ED 14-42mm EZ me 3x zmadhim, ultra të shpejtë, me cilësi të lartë të imazhit, mundësi kontrollimi përmes pajisjeve mobile nëpërmjet Ol. Gjatësia fokale 14-42mm. Apertura f / 3,5 - f / 5,6, 1 element ED, 1 element optik Super HR, si dhe ka peshë 93 g. Distanca më e afërt e përqendrimit 0.2 m. 5 hapje rrethore për prejardhje të paqartë me pamje natyrale.   ",684.4,222411
Kamerë digjitale Nikon D7500," Përshkrimi i produktit  Kamerë digjitale SLR me senzorë DX CMOS me një kënd të imazhit që është 1.5x me gjatësi fokale më të gjatë se kamerat FX. Numri total i pikselëve është 21.51 million. Përmbanë slotet për kartelat e memories SD, SDHC dhe SDXC. Kamera është e pajisur me një tregues kuadri optik dhe me një prizëm pentagonal të dizajnuar me precizitet. Përmbanë aperturë të lenseve dhe diafragma e irisit është e kontrolluar automatikisht. Kamera ka mundësi të ndryshme skanimi, self-timer, si dhe ndjeshmëri të ISO-s 100 deri në 51.200 në rritje për 1/3 EV ose 1/2 EV. Ndjeshmëria e ISO është e kontrolluar automatikisht si dha ka 51 nivele fokusimi ose 9, 21, 51 mund të selektohen. Gjurmon objektet 3D, ka blic si dhe videot krijohen në kualitetin 4G në 30p, si dhe ka opsionin Time-lapse. Shfrytëzon teknlologjitë Wi-Fi dhe Bluetooth. Ka bateri litium-ion EN-EL15a të rimbushme. Kamera ka dimensionet 135.5 x 104 x 72.5 mm dhe peshon përafërsisht 720g.    ",1308,212086
"Kamerë digjitale Nikon Z 5, e zezë"," Përshkrimi i produktit  Kamerë pa pasqyrë për krijimin e fotove me cilësi të lartë në të gjitha rrethanat. Në këtë mënyrë mund të jeni të sigurt se do të jeni gjithmonë gati të kapni të gjitha momentet jetësore. Dhe çfarë mund të presësh me Nikon Z5? - senzor të imazhit CMOS në formatin FX me 24.3 MPx; - procesor imazhi EXPEED 6; - video në rezolucion 4K; - mbështetje për Wi-Fi, Bluetooth dhe SnapBridge; - ekran me prekje 3.2 "" me kënd të shikimit 170 °; - zbulues elektronik të pamjeve OLED. Është një kamerë e fortë, e lehtë dhe e lehtë për t’u përdorur, e pajisur me një senzor fotografie CMOS me rezolucion 24.3 MPx, të plotësuar nga një sistem i shpejtë i përpunimit të imazhit EXPEED 6 që prodhon imazhe me zhurmë të ulët dhe diapazon dinamik mahnitës. Imazhet e kapura janë aq të përsosura dhe të hollësishme sa mund të krijoni seksione prej tyre pa humbur asnjë detaj. Me një gamë të ndjeshmërisë së lartë ISO 100 - 51 200, nuk keni pse të shqetësoheni për shkrepje në errësirë dhe në situata të vështira ndriçimi. Edhe në errësirë, ju do të kapni më shumë detaje se më parë! E pajisur me bajonetën më të madhe të montimit në botë midis kamerave me format të filmave lëvizës, kamera ju lejon të kapni më shumë dritë se kurrë më parë. Sigurisht, kamera gjithashtu ka një zvogëlim të shkëlqyeshëm të dridhjeve që ndodhin gjatë shkrepjes. Reduktimi i dridhjeve me këtë kamerë funksionon në pesë boshte, kështu që ju mund të shikoni me padurim për fotografi dhe video të qëndrueshme në të gjitha rrethanat. Momentet janë thjesht më të mirat dhe falë Nikon Z5 do të jeni gjithmonë të gatshëm për t'i kapur ato. Sistemi hibrid AF me 273 zona fokusi siguron fokusim të shpejtë dhe të saktë. I shkëlqyeshëm, për shembull, është funksioni inteligjent i fokusimit automatik (Auto Focus) me zbulimin e syve, i cili automatikisht përqendrohet në sytë e subjektit, pavarësisht nëse ata qëndrojnë vetëm ose vetëm një nga fytyrat e turmës. Subjekti është në fokus edhe kur është në lëvizje. Përveç fotove të nivelit të lartë, ju gjithashtu mund të krijoni me lehtësi video perfekte dhe të qeta në një cilësi mbresëlënëse 4K. Kur regjistroni një film, gjithashtu mund të bëni fotografi dhe të krijoni filma dramatik me kalimin e kohës në kamerë. Kamera është e pajisur me një zbulues elektronik të pamjeve me rezolucion të lartë që ofron një pamje të shkëlqyeshme dhe të detajuar të skenës. Pamja elektronike plotësohet në mënyrë perfekte nga një ekran 3.2 "" LCD me prekje dhe me kënd shikimi deri në 170 °. Falë këtij ekrani, ju lehtë mund të shprehni qëllimet tuaja krijuese dhe të krijoni imazhe perfekte nga kënde krejtësisht të ndryshme. SnapBridge mban një lidhje të përhershme me energji të ulët midis kamerës dhe një celulari të mençur ose tableti përmes Bluetooth dhe Wi-Fi. Sinkronizoni ose ndani imazhet tuaja me pajisjen tuaj të mençur menjëherë ndërsa jeni duke shkrepur. Ju gjithashtu mund të kontrolloni lehtësisht funksionet kryesore të kamerës dhe ta mbani kamerën tuaj të azhurnuar. Përkundër përmasave të saj kompakte, kamera do t'ju befasojë me ndërtimin e saj të qëndrueshëm, por në të njëjtën kohë të lehtë të bërë nga aliazhi i magnezit, falë të cilit ju jeni të garantuar ta përdorni atë në pothuajse të gjitha rrethanat. Përmasat e kamerës janë: 134 x 100.5 x 69.5 cm. Pesha është përafërsisht 675 g duke përfshirë baterinë dhe kartën e memories.   ",1631.52,298505
"Fotoaparat Canon IXUS 285 HS, i argjendtë"," Përshkrimi i produktit  Canon sjellë në treg fotoaparatin e fuqishëm dhe me stil IXUS 285 HS, i cili me lehtësi të madhe i kapë dhe ruan të gjitha detajet e rëndësishëm të jetës tuaj në fotografi me kualitet të lartë dhe video HD. Fotoaparati ka lente me kënde të gjera me zmadhim optik 12x dhe 24x Zoom Plus apo mundësinë Smart Auto. Harroni të bëni foto me telefonat tuaj të mençur dhe përdorni këtë fotoaparat për të bërë foto shumë më të mira. Fotoaparati ka dizajn mjaf praktik dhe është i lehtë për tu bartur. Ai është i pajisur me një ekran të vogël ku mund t'i shihni fotot dhe videot e juaja me një rezolucion prej 20.2 MP dhe një DIGIC 4+ të fuqishëm. IXUS 285 HS është i gatshëm për përdorim në çdo kohë dhe çdo vend. Ndërsa, fotoaparati ka edhe efekte që mund t'i shtoni fotografive dhe videove tuaj për t'i bërë ato edhe më të veçanta. Dimensionet e fotoaparatit janë 99.6 x 5.0 x 22.8 mm dhe peshon 147 g.    ",249.12,184395
"Kamerë e pasme TrueCam H7, për makina"," Përshkrimi i produktit  Kamera e fuqishme TrueCam H7 kap të gjitha detajet e udhëtimit tuaj. Regjistrimi gjithashtu mund të përshtatet në kushte të dobëta të ndriçimit, për shembull kur lini një tunel, në një dritë shumë të ndritshme ose në një rrugë jashtë qytetit. Ai fotografon me cilësi 2.5K, mbi të cilat mund të shihni edhe markat e makinave ose fytyrat e drejtuesve. Kamera ka dimensione ideale që nuk pengojnë pamjen në asnjë mënyrë. Funksioni i sensorit G zbulon ndikimin dhe bllokon automatikisht videon.    ",46.35,283058
"Blic Canon SpeedLite 470EX-AI "," Përshkrimi i produktit  Është një goditje me cilësi të lartë dhe e fuqishme me kokë të kthyeshme dhe të anuar, funksion automatik AI, numër udhëzues 47 m dhe mbulim për lentet 24 deri 105 mm. Mbulimi për lentet 14 mm me përshtatës. Ai përmban një funksion plotësisht dhe gjysëm automatik AI-Bounce. Është i pajisur me një ekran LCD me matricë të ndritshme për vendosjen e lehtë. Mund të operohet nga distanca. Përfshihet një mini mbajtëse, përshtatës BA-E4 rebound dhe një çantë e butë. Speedlite 470EX-AI mund të aktivizohet në kamera jashtë përdorimit të këmbëzës optike. Kamerat EOS të pajisura me një transmetues të integruar Speedlite mund të ndezin blicin deri në 10 metra larg pa pasur nevojë për pajisje shtesë.   ",524.87,236743
"Fotoaparat Canon PowerShot SX620 HS, i kuq"," Përshkrimi i produktit  Canon sjellë një fotoaparat të thjeshtë, të vogël por megjithatë të fuqishëm me një numër të madh funksionesh që ndihmojnë në sjellin kualitetin më të lartë të fotografive dhe videove. Në mes tyre, për shembull, mund të gjeni zmadhim të madh 25x, përshtatje me WiFi dhe teknologjinë NFC dhe një numër të madh skemash tjera që krijojnë fotografi unike dhe kreative. Harroni të bëni foto me telefonat tuaj të mençur dhe përdorni këtë fotoaparat për të bërë foto shumë më të mira. Ndërsa ruajtja e fotove bëhet në kartela SD, SDHC dhe SDXC. Dimensionet e fotoaparatit janë 96.9 x 56.9 x 27.9 mm dhe peshon 182 g së bashku me bateri dhe kartelën e memories.    ",268.32,193582
"Fotoaparat Canon IXUS 285 HS, vjollcë"," Përshkrimi i produktit  Canon sjellë në treg fotoaparatin e fuqishëm dhe me stil IXUS 285 HS, i cili me lehtësi të madhe i kapë dhe ruan të gjitha detajet e rëndësishëm të jetës tuaj në fotografi me kualitet të lartë dhe video HD. Fotoaparati ka lente me kënde të gjera me zmadhim optik 12x dhe 24x Zoom Plus apo mundësinë Smart Auto. Harroni të bëni foto me telefonat tuaj të mençur dhe përdorni këtë fotoaparat për të bërë foto shumë më të mira. Fotoaparati ka dizajn mjaf praktik dhe është i lehtë për tu bartur. Ai është i pajisur me një ekran të vogël ku mund t'i shihni fotot dhe videot e juaja me një rezolucion prej 20.2 MP dhe një DIGIC 4+ të fuqishëm. IXUS 285 HS është i gatshëm për përdorim në çdo kohë dhe çdo vend. Ndërsa, fotoaparati ka edhe efekte që mund t'i shtoni fotografive dhe videove tuaj për t'i bërë ato edhe më të veçanta. Dimensionet e fotoaparatit janë 99.6 x 5.0 x 22.8 mm dhe peshon 147 g.    ",251.27,184394
"Kamerë Nikon Coolpix W150, dizajn me lule + çantë e shpinës"," Përshkrimi i produktit  Kamera Coolpix-W150 i përket kategorisë ""point-and-click"", dhe të gjithë mund të trajtojnë imazhe cilësore me të. Mund ta merrni atë në plazh, skijim ose udhëtim në shkëmbinj. Ajo i bën ballë ujit, dimrit dhe rënieve të rastit. Me një senzor CMOS, ju mund të kapni imazhe me cilësi të lartë edhe në kushte të dobëta të dritës, dhe lentja Nikkor prodhon foto dhe filma të freskët. Zmadhimi optik 3x dhe Dynamic Fine Zoom me zmadhim 6x ju lejojnë të kapni veprime shumë larg nga ju. Butoni në trupin e kamerës fillon të regjistrojë video Full HD (1080p; 30fps) me tingull stereo. Coolpix W150 është i lehtë për t’u përdorur me një meny të thjeshtë të ndërfaqes. Shkuarja në menunë e plotë hap mundësi të tilla si krijimi i prezantimeve të animuara, shtimi i mesazheve audio, ndryshimi i ekranit tuaj dhe shumë gjëra të tjera që fëmijët tuaj do t’i pëlqejnë. Aplikacioni SnapBridge i Nikon është iOS dhe Android dhe mund të transferojë imazhe në pajisjen tuaj të mençur, në mënyrë që të mund të ndani përvojat tuaja. Me këtë kërkesë, ju gjithashtu mund të kontrolloni kamerën dhe nuk duhet të shqetësoheni më për kohën e duhur kur bëj fotografi në grup ose kur jeni në një vend të bukur vetëm. Një bateri plotësisht e karikuar mund të zgjasë deri në 220 të shtëna fotografish dhe 1.5 orë video. Karikohet përsëri në 1 orë e 40 minuta. Lidhja me kamerën është e mundur me lidhësin USB dhe mikro lidhësin HDMI ose përmes valëve me Bluetooth dhe Wi-Fi për të lidhur pajisjet inteligjente. Dimensionet e kamerës janë 109.5 x 68 x 38 mm dhe pesha e saj është 177 g.   ",224.55,262115
Kamerë Sony Alpha 7 III + 28-70mm," Përshkrimi i produktit  Sony Alpha 7 III është kamerë e fuqishme me një mori karakteristikash dhe pajisjesh shtesë që do ju mundësojnë të shkrepni fotografi dhe të inçizoni video me kualitet të lartë dhe si një profesionist i vërtetë. Aksesori është i pajisur me cenzorin Exmor RCMOS me 24.2 megapiksela, mban ekranin me prekje (touch) me madhësi 3"" që ju mundëson të shihni dhe editoni fotografitë, është pajisur me baterinë Sony NP-FZ100 si dhe në pako me të vjen edhe një lensi Sony FE 28-70mm.   ",2568.48,231848
"Kamerë me GPS Mio MiVue C570 "," Përshkrimi i produktit  Kjo kamerë regjistron udhëtimin tuaj në rezolucion FULL HD. Mund të instalohet lehtësisht në xhamin e përparmë të makinës. Ka ekran 2'' dhe kënd shikimi 150 °, aperturë F 1.8 dhe kapacitet 128 GB në formatin MP4. Ka poashtu sensos CMOS, bateri 240 mAh, sensor tre-shtresor G, modul GPS dhe opsion fotografie. Përmasat e saj janë 37.7 x 61 x 54 mm dhe peshon 67.5 g.   ",104.85,262120
"Kamerë për makinë Mio MiVue 731, e zezë"," Përshkrimi i produktit  MiVue 731 është një kamerë e lehtë dhe kompakte e makinës, që jep pamjet me të vërtetë të detajuara në rezolucion Full HD. Këto të shtëna më pas mund të jenë të dobishme në çdo kohë për të zgjidhur një numër situatash të diskutueshme që mund t'ju ndodhin ndërsa jeni në rrugë, apo edhe thjesht duke qëndruar në automjetin tuaj. MiVue regjistron video me cilësi të lartë me audio dhe video të shkëlqyera Full HD. Me cilësi Full HD dhe hapje të shkëlqyeshme f2.0, ju lehtë mund të vini re të gjitha elementet thelbësore të regjistrimit tuaj - edhe gjatë natës. Përveç kësaj, të gjitha të shtënat janë kapur duke përdorur teknologjinë H.264, duke i bërë ato më të vogla në madhësi. Përveç Full HD, do të vlerësoni gjithashtu këndin e gjerë të shikimit. Një kënd i gjerë prej 130 ° siguron që të mos ju mungojë asnjë veprim para makinës tuaj, vërtet në një zonë të gjerë. Të gjitha imazhet e regjistruara mund të shihen më pas në ekranin 2.7 inç në të cilin mund të ndryshoni me lehtësi të gjitha cilësimet. Ndërfaqja: slot për kartë microSD me kapacitet deri në 128 Gb. Ka bateri të integruar 240 mAh. Dimensionet e kamerës janë 51.6 x 84.3 x 31.38 mm dhe peshon 79.4 g. I përfshirë është një mbajtës i kthyeshëm.   ",115.11,271134
"Fotoaparat Sony Cybershot DSC-HX60, i zi"," Përshkrimi i produktit  Kompania Sony është e njohur për prodhimin e fotoaparateve kualitativ. Këtë herë, kjo kompani sjellë fotoaparatin Sony DSC-HX60 , i cili ka një formë kompakte me kualitet DSLR që e bënë të përshtatshëm edhe për përdorues profesional. Për më shumë, ky fotoaparat ofron rezultate të shkëlqyeshme dhe në mungesë të dritës falë lenteve zmadhuese optike 30x. Falë sensorit CMOS të formatit Ermor R dhe teknologjive të tjera, ky fotoaparat ofron një rezolucion deri në 20.4 pix. Gjithashtu, përveç fotove, ky fotoaparat mund të përdoret edhe për incizim të videove me FullHD. Ndërsa ruajtja e fotove bëhet në kartela SD, SDHC dhe SDXC, WiFi, dhe HDMI Dimensionet e fotoaparatit janë 108.1 x 63.6 x 38.3 mm dhe peshon 272 mm g së bashku me bateri dhe kartelën e memories.    ",293.28,148243
"Kamerë digjitale Canon EOS 90D + 18-135 IS USM "," Përshkrimi i produktit   Kjo kamerë digjitale SLR ka senzor 32.5 Mpx APS-C SMOS, procesor të imazhit DIGIC 8 dhe rezolucion 4K. Përmes saj mundeni të bëni fotografi në vazhdimësi, gjegjësisht 10 për sekondë. Të dhënat mundeni t'i transferoni përmes WiFi ose Bluetooth. Përfshin një varg veçorish teknologjike si Intelligent Optical Viewfinder, Intelligent Tracking and Recognition. Ka ndjeshmëri maksimale ISO 25600, ekran 3 inç me kënd 170 shkallë, blic dhe formate jpg dhe të papërpunuara. Përbëhet nga aliazhi i aluminit dhe fiberglasi i përbërë nga polikarbonati. Është rezistente ndaj ujit dhe pluhurit. Mbështet 29 gjuhë, printimin direkt dhe kartat e memories. Ka bateri të rikarikueshme Li-ion LP-E6N. Përmasat e saj janë 140.7 x 104.8 x 76.8 mm dhe peshon afërsisht 701 g. Përfshin poashtu lente 18-135 IS USM.    ",2007.84,268778
Kamerë për shtëpi Sony HDR-CX405," Përshkrimi i produktit  Kamera Sony HDR-CX405 me teknologji të lartë si dhe kuptim të qartë të tipareve njerëzore është gur-themeli i performancës së përkryer Handycam. Sony është përqendruar në thjeshtësi dhe funksionalitet të mirë për të kapur natyrën e vërtetë të gjërave. Sony është angazhuar në stabilitetin e imazheve gjatë ecjes, pra vibrimeve. Imazhet tua do të kenë pamje të qarta dhe nuk do të prishet imazhi edhe gjatë zmadhimit të fotografive dhe ka fokus 26.8 mm, që mundëson pamje të gjerë të këndeve ashtu që kap edhe hapësira të mëdha.   ",222.77,166435
"Kamerë digjitale Canon EOS 90D + 18-55 IS STM "," Përshkrimi i produktit   Kjo kamerë digjitale SLR ka senzor 32.5 Mpx APS-C SMOS, procesor të imazhit DIGIC 8 dhe rezolucion 4K. Përmes saj mundeni të bëni fotografi në vazhdimësi, gjegjësisht 10 për sekondë. Të dhënat mundeni t'i transferoni përmes WiFi ose Bluetooth. Përfshin një varg veçorish teknologjike si Intelligent Optical Viewfinder, Intelligent Tracking and Recognition. Ka ndjeshmëri maksimale ISO 25600, ekran 3 inç me kënd 170 shkallë, blic dhe formate jpg dhe të papërpunuara. Përbëhet nga aliazhi i aluminit dhe fiberglasi i përbërë nga polikarbonati. Është rezistente ndaj ujit dhe pluhurit. Mbështet 29 gjuhë, printimin direkt dhe kartat e memories. Ka bateri të rikarikueshme Li-ion LP-E6N. Përmasat e saj janë 140.7 x 104.8 x 76.8 mm dhe peshon afërsisht 701 g. Përfshin poashtu lente 18-55 IS STM.    ",1631.52,268777
"Kamerë Fujifilm X-T3 + XF18-55 mm, e argjendtë"," Përshkrimi i produktit  Kjo është një kamerë kompakte dhe e qëndrueshme me lente të këmbyeshme, zbulues elektronik të pamjeve, opsione dhe veçori të përparuara. Fujifilm X-T3 është gati për t’u përdorur në çdo kohë, në çdo vend. Sigurisht, kamera gjithashtu përmban një senzor të fuqishëm 26.1 MPx APS-C X-Trans IV CMOS me teknologjinë BSI që jep një interpretim të shkëlqyeshëm të ngjyrave, zhurmë të ulët digjitale dhe një gamë të madhe dinamike. Mund t'i shprëndani menjëherë të gjitha fotot tuaja me Wi-Fi ose Bluetooth v4.2 të integruar. Përveç kamerës, përfshihet edhe lentja Fujinon XF 18-55 mm. Dizajni i lentes përbëhet nga 14 elementë optikë në 10 grupe (përfshirë 3 elementë asferik dhe 1 element shtesë të shprëndarjes së ulët). Kamera përdor një zbulues elektronik të pamjeve OLED me rezolucion të lartë prej 3.69 milion pikësh, me kohë të shpejtë reagimi, zmadhim 0.75x dhe një ritëm të lartë të freskimit, duke ju dhënë shikueshmëri të lartë dhe përbërje perfekte edhe në rrezet direkte të diellit. Ka një ekran 3 inç me një rezolucion prej afërsisht 1040 milion pikave. Kënaquni me xhirime pa probleme në cilësi të shkëlqyeshme 4K në 60 fps 10bit. Format e videove të mbështetura përfshijnë H.264 / MPEG-4 AVC të përdorura gjerësisht si dhe H.265 / HEVC (për kompresim më të mirë të të dhënave). Kamera ka 16 modalitete të filmit dhe dy modalitete të veçanta të cilat janë ""Sports Mode"" dhe ""Pre-shoot Mode"". Bateria Li-ion NP-W126S ka jetëgjatësi për rreth 390 shkrepje. Dimensionet e kamerës janë: 132.5 x 92.8 x 58.8 mm. Pesha është 539 g duke përfshirë baterinë dhe kartën SD.   ",1981.92,260853
"Kamerë Canon EOS M50, e zezë + EF-M 15-45mm IS STM + SB130 + kartelë 16GB"," Përshkrimi i produktit   Canon sjell kamerën EOS M50 kompakte dh të pajisur me teknologjinë më të fundit. Harroni fotografimin me celularin tuaj SMART pasi që të shihni kualitetin e lartë të imazheve të cilën ju sjell kjo pajisje nëpërmjet lensit EF-M 15-45mm IS STM super të lehtë. Kamera vjen me senzorin CMOS APS-C me 24.2 MPx, mban procesorin e imazheve DIGIC 8 që i jep mundësi të inçizoj me kualitet 4K. Pos kësaj, kamera ka ekranin LCD me prekje (touch) me madhësi 3"", mban një mori karakteristikash për të fotografuar në ambiente të ndryshme, mban hapësirën për kartelë të memories SD, SDHC apo SDXC ( në pako vjen edhe një kartelë e memories me kapacitet 16GB) dhe ka teknologjitë Wi-Fi, Bluetooth dhe NFC.   ",853.92,236151
"Kamerë digjitale Panasonic Lumix DMC-GX80 12-32 mm, e zezë"," Përshkrimi i produktit  Kamerë digjitale me lente të këmbyeshme dhe sensor të fotografisë Live MOS me 16.84 MPx. Lente Lumix G Vario me 14-140 mm. Ofron mundësinë e instalimit të lentit dhe shfrytëzon karta të memories SD, SDHC dhe SDXC. Përfshin teknologjinë Wi-Fi, NFC dhe kode QR. Për më tepër, produkti përmban stabilizator të integruar për korrektim efikas dhe fokus të përsosur edhe në kushte të dobëta të ndriçimit. Teknologji DFD dhe Live View Finder OLED me 2,764,800 pikë. Ofron mundësinë e krijimit të fotografive panoramë. Dimensionet e produktit janë 1122 x 70.6 x 43.9 mm ndërsa ngjyra e tij është e zezë.   ",547.67,193586
"Fotoaparat Sony Cybershot DSC-HX90, i zi"," Përshkrimi i produktit   Kompania Sony është e njohur për prodhimin e fotoaparateve kualitativ. Këtë herë, kjo kompani sjellë fotoaparatin Sony DSC-HX90, i cili ka një formë kompakte me kualitet DSLR që e bënë të përshtatshëm edhe për përdorues profesional. Për më shumë, ky fotoaparat ofron rezultate të shkëlqyeshme dhe në mungesë të dritës falë lenteve zmadhuese optike 30x. Falë sensorit CMOS të formatit Ermor R dhe teknologjive të tjera, ky fotoaparat ofron një rezolucion deri në 18 pix. Gjithashtu, përveç fotove, ky fotoaparat mund të përdoret edhe për incizim të videove me FullHD. Ndërsa ruajtja e fotove bëhet në kartela MS, SD, SDHC dhe SDXC. Dimensionet e fotoaparatit janë 102.0 x 58.1 x 35.5 mm dhe peshon 245 g së bashku me bateri dhe kartelën e memories.    ",428.64,172874
